name,name_en,service_type,lat,lng,country_code
La Fav,La Fav,restaurant,45.7578558,4.8118888,FR
Domaine de Limagne,Domaine de Limagne,butcher,45.7580439,4.8122694,FR
Liberty's,Liberty's,clothes,45.7578022,4.8117884,FR
Maison Henri Gay,Maison Henri Gay,bakery,45.7579644,4.812109,FR
Break,Break,restaurant,45.7704293,4.8735847,FR
Le Wasabi,Le Wasabi,restaurant,45.7489876,4.841501,FR
Maison Vessiere,Maison Vessiere,butcher,45.7537525,4.8913602,FR
L'enchantement,L'enchantement,florist,45.7534382,4.8910719,FR
Boulangerie Jacquier,Boulangerie Jacquier,bakery,45.7534747,4.8908856,FR
Optic 2000 M. Holl Didier,Optic 2000 M. Holl Didier,optician,45.7536204,4.891131,FR
Bistro de la place Ronde,Bistro de la place Ronde,newsagent,45.7535985,4.8910252,FR
Le Marigny,Le Marigny,kiosk,45.7117741,4.8115646,FR
Brasserie le Five,Brasserie le Five,restaurant,45.7598351,4.8262868,FR
Bateau Hermès,Bateau Hermès,restaurant,45.7473,4.8180489,FR
Brasserie Midi Minuit,Brasserie Midi Minuit,restaurant,45.7426026,4.8210689,FR
Garage Citroën,Garage Citroën,car_repair,45.7379925,4.8400497,FR
Le Massena,Le Massena,restaurant,45.7637974,4.8551025,FR
Le Bistrot,Le Bistrot,restaurant,45.7644635,4.8622104,FR
Soleil Levant,Soleil Levant,restaurant,45.7590074,4.8521406,FR
Le Karachi,Le Karachi,restaurant,45.7589209,4.8521575,FR
Le Feunard,Le Feunard,restaurant,45.7591309,4.8521165,FR
Ô Pad Thaï,Ô Pad Thaï,restaurant,45.763977,4.8563364,FR
Japontori,Japontori,restaurant,45.7641342,4.8563042,FR
ICEO,ICEO,restaurant,45.7402609,4.8393901,FR
Sushis & Sushis,Sushis & Sushis,restaurant,45.739502,4.840554,FR
Casa Bianca,Casa Bianca,restaurant;club,45.7397932,4.8407481,FR
Boulangerie Nathalie & Marcel Bas,Boulangerie Nathalie & Marcel Bas,bakery,45.7502514,4.865014,FR
Chez Carlo Gerland,Chez Carlo Gerland,restaurant,45.7299055,4.8303387,FR
Midas Lyon Garibaldi,Midas Lyon Garibaldi,car_repair,45.744577,4.848052,FR
Dangerous Burger,Dangerous Burger,restaurant,45.745102,4.848375,FR
Casa Flavio,Casa Flavio,restaurant,45.745128,4.848246,FR
Midas,Midas,car_repair,45.730169,4.8385684,FR
La Folle Horloge,La Folle Horloge,restaurant,45.7544668,4.8675027,FR
L'isle aux Pains,L'isle aux Pains,bakery,45.754758,4.8674124,FR
Garage Lumière,Garage Lumière,car_repair,45.745418,4.866563,FR
Barithel Gerard,Barithel Gerard,butcher,45.7449526,4.8664424,FR
BH-Autoconseil,BH-Autoconseil,car_repair,45.738667,4.863093,FR
Aux phils des saveurs,Aux phils des saveurs,restaurant,45.738402,4.852351,FR
Garage Robert Peugeot,Garage Robert Peugeot,car_repair,45.7366249,4.8414571,FR
Garage des Alliés,Garage des Alliés,car_repair,45.7745616,4.87196,FR
Pizzeria da Mario,Pizzeria da Mario,restaurant,45.7713424,4.8735436,FR
Starbucks,Starbucks,cafe,45.7672011,4.8358728,FR
Vélonaute Tête d'Or,Vélonaute Tête d'Or,bicycle,45.7699141,4.8472781,FR
Les Boulistes,Les Boulistes,restaurant,45.7743787,4.8257538,FR
Le Banquet,Le Banquet,bakery,45.7745954,4.8269676,FR
Qualité Market,Qualité Market,convenience,45.7543338,4.8421691,FR
LDLC Lyon Vaise,LDLC Lyon Vaise,computer,45.7787336,4.8001251,FR
Lyon Cycle Chic,Lyon Cycle Chic,bicycle,45.7496354,4.8440923,FR
Carnegie-Hall,Carnegie-Hall,restaurant,45.7286615,4.8305668,FR
Terres Lyonnaises,Terres Lyonnaises,greengrocer,45.7187301,4.8067754,FR
Boulangerie de la Mairie,Boulangerie de la Mairie,bakery,45.7143687,4.806245,FR
La mie de pain,La mie de pain,bakery,45.7740826,4.8683183,FR
